Date,AAPL,AMAT,AMD,AMZN,ASML,AVGO,COST,CSCO,GOOG,GOOGL,INTC,LRCX,META,MSFT,MU,NFLX,NVDA,TSLA,WMT
2015-01-05,-0.028576056253503183,-0.03257593857926106,-0.003752345925885807,-0.02073069374229033,-0.03419059712050526,-0.016115005622353892,-0.011434483886674259,-0.020121015208797118,-0.021065796996989173,-0.019237771190353803,-0.011340727176867921,-0.012284043552545079,-0.01619138422499247,-0.00923815753856682,-0.028310579695353694,-0.0522379115848935,-0.017034368040127822,-0.042950328828715974,-0.0029148588978529216
2015-01-06,9.441987080896134e-05,-0.03839357489897395,-0.01134226535745401,-0.02309805250552857,-0.03002512765036401,-0.023005666959339994,0.013128137792514715,-0.0003698558125782053,-0.02345008677536346,-0.024989134897031477,-0.01881258518122235,-0.01683282938017952,-0.013565187444584334,-0.014786199255050632,-0.02730855015854894,-0.017268818560519757,-0.030787249886630664,0.005648255842151179,0.007676386311217304
2015-01-07,0.013924866695807366,0.009418009113119533,-0.01919452034110022,0.010543956937772861,0.005643036621403718,0.026654520896872032,0.017262623517725097,0.009199798025770485,-0.0017146317278258205,-0.00294533241980949,0.020757949328281355,0.005169854068573004,0.0,0.012625282478901032,-0.023704409215767663,0.005178396664592713,-0.0026092420833491365,-0.0015631517125408972,0.02618620734912585
2015-01-08,0.037702464685021544,0.0314558496257939,0.011560811779201754,0.006812759380520335,0.02071441454224306,0.048766168424936356,0.008555184638151222,0.007663010954963112,0.00314802609467493,0.0034781231995588756,0.018430248900339688,0.02558204914131294,0.02630894176003222,0.028993832342834078,0.04775142357420328,0.021945623368420444,0.036927345526722485,-0.00156553106269541,0.020886630357350708
2015-01-09,0.0010717074141709582,0.0008256069117803307,0.007633708561898423,-0.011818170381278284,-0.012847140321724246,0.010637454930117616,-0.015508189367955706,0.01012620542057006,-0.013035125285845245,-0.012286410728804546,0.0019059617419725288,0.0018830692353935575,-0.0056440704138254185,-0.00844068818186697,-0.0041669991277955695,-0.015578403499144765,0.004020009874749838,-0.01898062692006783,-0.012456986314521922
2015-01-12,-0.02494942118089093,-0.02421885407481624,0.0,-0.018765211590182393,0.013233797979699076,-0.016726151228961265,-0.005597968144043048,0.009312622896142495,-0.007322734990550482,-0.00733630214298089,-0.004362270608694546,-0.030822514161878284,-0.01320745042188788,-0.012581566347423735,-0.057386413138045385,-0.03228083471724252,-0.012616782066484143,-0.021768130883067914,0.00747074179780989
2015-01-13,0.008839536703546882,-0.014044986559869783,0.011342265357453946,0.011362407445480715,0.0,-0.005637951610843385,-0.010084108730816048,0.0017812316752634295,0.007342788324647225,0.009490836983734067,-0.0027358502978503357,-0.009748730418810978,-0.003525509907237086,-0.005163372922523336,-0.02624139839907773,0.015436988822646682,-0.0015248124898457594,0.010037948528329803,-0.007918432127696516
2015-01-14,-0.0038178330608223143,-0.013377203946854833,-0.01134226535745401,-0.004999968410075042,-0.0032922320620975692,0.007864780646111028,-0.012696307926015823,-0.006426606330335081,0.00940793807923396,0.00819676251140838,-0.004117963578085227,-0.006683836102269256,-0.002226076920605478,-0.008665605236023168,-0.02594996604725973,0.0013889597208056623,0.00406088536011381,-0.05826208511535263,-0.030698123983427087
2015-01-15,-0.027515077564801038,0.013377203946854741,-0.0427249957488411,-0.021785701035730624,-0.011215696700621211,-0.020224197528008282,0.0,-0.018435314505566444,0.0018350140721234776,-0.0038023579180659537,-0.004411582311596562,0.008249963831108448,-0.029670168727906936,-0.010498872164805306,-0.025275244356400994,-0.0014814332183745325,-0.007117313156840704,-0.0042646091303445875,0.008851116066400237
2015-01-16,-0.007800589630973129,0.00598238409711193,-0.05296548411810963,0.013121402610751216,0.010536653263722946,0.024374865344086342,0.0029388663871386905,0.009802494655312577,0.012457279340919798,0.012716408043766766,0.007158911088330063,0.0116689263559115,0.015144582340398567,0.016572807246677652,-0.010636323347578474,0.04108877328781448,0.018200613714919094,0.006234752215779189,-0.007005900933574065
2015-01-20,0.02543101496102505,0.006793829822971353,-0.06481753971195535,-0.004481346448052067,0.007444893083673296,0.010062887858254776,-0.002436644522748559,0.013990933975143135,-0.00232523852996092,-0.0010193779933429046,-0.009925936766345738,0.011788897249816912,0.01400107076595099,0.003238732937365966,0.023185269320319057,0.03340739318553458,0.003001570890975943,-0.005922112022732375,-0.000922385873275651
